batting_team,bowling_team,city,runs_left,balls_left,wickets,target_runs,cur_run_rate,req_run_rate,result
Chennai Super Kings,Kings XI Punjab,Chennai,70,44,6,157,6.868421053,9.545454545,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,22,18,7,162,8.235294118,7.333333333,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,109,59,8,208,9.737704918,11.08474576,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,80,30,3,168,5.866666667,16.0,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,35,31,8,156,8.157303371,6.774193548,1
Mumbai Indians,Kings XI Punjab,Indore,121,88,10,199,14.625,8.25,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,35,30,8,170,9.0,7.0,1
Delhi Daredevils,Chennai Super Kings,Chennai,127,88,9,177,9.375,8.659090909,0
Rajasthan Royals,Chennai Super Kings,Ahmedabad,79,64,10,157,8.357142857,7.40625,1
Chennai Super Kings,Rajasthan Royals,Chennai,102,84,10,147,7.5,7.285714286,1
Delhi Daredevils,Rajasthan Royals,Delhi,76,85,9,130,9.257142857,5.364705882,1
Royal Challengers Bangalore,Delhi Daredevils,Delhi,84,47,7,192,8.876712329,10.72340426,0
Delhi Daredevils,Chennai Super Kings,Chennai,88,25,2,223,8.526315789,21.12,0
Mumbai Indians,Rajasthan Royals,Jaipur,151,108,10,163,6.0,8.388888889,1
Kings XI Punjab,Mumbai Indians,Mohali,152,89,10,188,6.967741935,10.24719101,1
Rajasthan Royals,Deccan Chargers,Port Elizabeth,13,15,4,142,7.371428571,5.2,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,24,12,5,156,7.333333333,12.0,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,157,118,10,160,9.0,7.983050847,1
Kings XI Punjab,Chennai Super Kings,Chennai,158,92,9,193,7.5,10.30434783,0
Deccan Chargers,Mumbai Indians,Hyderabad,161,100,9,179,5.4,9.66,0
Kolkata Knight Riders,Delhi Daredevils,Kolkata,104,79,9,161,8.341463415,7.898734177,1
Delhi Daredevils,Mumbai Indians,Sharjah,7,11,6,126,6.550458716,3.818181818,1
Kings XI Punjab,Royal Challengers Bangalore,Indore,87,85,10,149,10.62857143,6.141176471,1
Kings XI Punjab,Delhi Daredevils,Delhi,48,61,6,121,7.423728814,4.721311475,1
Rajasthan Royals,Chennai Super Kings,Ahmedabad,32,40,10,157,9.375,4.8,1
Rajasthan Royals,Mumbai Indians,Ahmedabad,156,103,9,179,8.117647059,9.087378641,0
Mumbai Indians,Kolkata Knight Riders,Bangalore,62,75,7,108,6.133333333,4.96,1
Kings XI Punjab,Delhi Daredevils,Chandigarh,73,57,7,159,8.19047619,7.684210526,1
Mumbai Indians,Chennai Super Kings,Mumbai,128,101,10,157,9.157894737,7.603960396,1
Delhi Daredevils,Sunrisers Hyderabad,Raipur,145,102,9,159,4.666666667,8.529411765,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,178,118,10,180,6.0,9.050847458,0
Mumbai Indians,Chennai Super Kings,Mumbai,87,39,7,169,6.074074074,13.38461538,0
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,134,103,10,153,6.705882353,7.805825243,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,70,70,10,127,6.84,6.0,0
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,94,45,6,182,7.04,12.53333333,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,144,32,4,234,6.136363636,27.0,0
Rajasthan Royals,Mumbai Indians,Mumbai,64,34,6,198,9.348837209,11.29411765,0
Chennai Super Kings,Deccan Chargers,Chennai,62,18,3,191,7.588235294,20.66666667,0
Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,180,119,10,180,0.0,9.075630252,0
Delhi Daredevils,Sunrisers Hyderabad,Hyderabad,58,50,7,147,7.628571429,6.96,1
Mumbai Indians,Kings XI Punjab,Mumbai,226,118,10,231,15.0,11.49152542,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,100,93,10,123,5.111111111,6.451612903,1
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,40,23,7,176,8.412371134,10.43478261,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,102,66,9,184,9.111111111,9.272727273,1
Delhi Daredevils,Mumbai Indians,Sharjah,114,108,10,126,6.0,6.333333333,1
Rajasthan Royals,Chennai Super Kings,Ahmedabad,51,50,10,157,9.085714286,6.12,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,54,40,8,143,6.675,8.1,1
Deccan Chargers,Chennai Super Kings,East London,106,70,6,179,8.76,9.085714286,0
Kings XI Punjab,Chennai Super Kings,Abu Dhabi,8,9,6,206,10.7027027,5.333333333,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,44,63,9,140,10.10526316,4.19047619,1
Rajasthan Royals,Mumbai Indians,Mumbai,28,3,1,198,8.717948718,56.0,0
Kings XI Punjab,Rajasthan Royals,Indore,145,104,10,161,6.0,8.365384615,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,128,72,7,187,7.375,10.66666667,0
Delhi Daredevils,Kings XI Punjab,Chandigarh,132,85,10,182,8.571428571,9.317647059,0
Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,62,105,10,81,7.6,3.542857143,1
Chennai Super Kings,Mumbai Indians,Unknown,97,86,10,142,7.941176471,6.76744186,1
Rajasthan Royals,Royal Challengers Bangalore,Cape Town,128,107,9,134,2.769230769,7.177570093,0
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,167,112,9,174,5.25,8.946428571,0
Rajasthan Royals,Mumbai Indians,Jaipur,19,9,4,173,8.324324324,12.66666667,1
Chennai Super Kings,Royal Challengers Bangalore,Pune,48,45,6,132,6.72,6.4,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,140,77,10,209,9.627906977,10.90909091,0
Chennai Super Kings,Kolkata Knight Riders,Kolkata,94,91,9,120,5.379310345,6.197802198,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,80,26,5,196,7.404255319,18.46153846,0
Kolkata Knight Riders,Mumbai Indians,Cuttack,64,53,9,142,6.985074627,7.245283019,1
Delhi Daredevils,Sunrisers Hyderabad,Hyderabad,147,119,10,147,0.0,7.411764706,1
Delhi Daredevils,Kings XI Punjab,Dharamsala,172,115,10,172,0.0,8.973913043,0
Mumbai Indians,Deccan Chargers,Centurion,45,29,6,146,6.659340659,9.310344828,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,177,109,10,195,9.818181818,9.743119266,0
Delhi Daredevils,Rajasthan Royals,Delhi,17,12,7,166,8.277777778,8.5,0
Kolkata Knight Riders,Chennai Super Kings,Centurion,157,100,10,189,9.6,9.42,1
Royal Challengers Bangalore,Kolkata Knight Riders,Centurion,55,29,7,174,7.846153846,11.37931034,1
Chennai Super Kings,Mumbai Indians,Chennai,40,18,3,149,6.411764706,13.33333333,0
Rajasthan Royals,Deccan Chargers,Hyderabad,22,11,5,215,10.62385321,12.0,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,138,105,9,161,9.2,7.885714286,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,144,88,9,201,10.6875,9.818181818,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,66,4,3,195,6.672413793,99.0,0
Mumbai Indians,Chennai Super Kings,Chennai,84,48,7,166,6.833333333,10.5,0
Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,24,3,3,158,6.871794872,48.0,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,100,4,1,206,5.482758621,150.0,0
Kings XI Punjab,Chennai Super Kings,Chennai,28,8,4,182,8.25,21.0,0
Chennai Super Kings,Mumbai Indians,Kolkata,191,109,10,203,6.545454545,10.51376147,0
Royal Challengers Bangalore,Mumbai Indians,Unknown,104,106,10,116,5.142857143,5.886792453,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,110,45,5,224,9.12,14.66666667,0
Chennai Super Kings,Kings XI Punjab,Mohali,77,36,6,199,8.714285714,12.83333333,0
Chennai Super Kings,Kings XI Punjab,Dharamsala,149,86,8,193,7.764705882,10.39534884,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,90,60,6,151,6.1,9.0,0
Kolkata Knight Riders,Mumbai Indians,Cuttack,138,118,10,142,12.0,7.016949153,1
Deccan Chargers,Kings XI Punjab,Johannesburg,82,73,8,135,6.765957447,6.739726027,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,95,89,8,133,7.35483871,6.404494382,1
Mumbai Indians,Chennai Super Kings,Delhi,96,55,7,193,8.953846154,10.47272727,0
Delhi Daredevils,Mumbai Indians,Delhi,129,94,9,177,11.07692308,8.234042553,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,144,101,8,168,7.578947368,8.554455446,0
Mumbai Indians,Kings XI Punjab,Mumbai,163,115,9,169,7.2,8.504347826,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,85,42,6,166,6.230769231,12.14285714,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,32,14,5,171,7.867924528,13.71428571,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,110,99,8,136,7.428571429,6.666666667,1
Delhi Capitals,Kolkata Knight Riders,Kolkata,127,87,9,184,10.36363636,8.75862069,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,98,59,7,180,8.06557377,9.966101695,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,114,87,9,143,5.272727273,7.862068966,1
Delhi Daredevils,Chennai Super Kings,Delhi,156,107,8,170,6.461538462,8.747663551,0
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,151,84,9,187,6.0,10.78571429,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,45,27,6,172,8.193548387,10.0,0
Kings XI Punjab,Delhi Daredevils,Delhi,101,38,4,189,6.43902439,15.94736842,0
Kolkata Knight Riders,Delhi Daredevils,Kolkata,108,101,9,129,6.631578947,6.415841584,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,185,114,10,191,6.0,9.736842105,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,67,13,4,196,7.23364486,30.92307692,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,114,105,9,131,6.8,6.514285714,1
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,39,27,5,174,8.709677419,8.666666667,0
Delhi Daredevils,Sunrisers Hyderabad,Delhi,164,104,10,186,8.25,9.461538462,1
Deccan Chargers,Kolkata Knight Riders,Johannesburg,105,75,10,161,7.466666667,8.4,1
Rajasthan Royals,Sunrisers Hyderabad,Abu Dhabi,69,57,7,134,6.19047619,7.263157895,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,107,46,8,241,10.86486486,13.95652174,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,175,114,10,180,5.0,9.210526316,0
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,89,63,9,179,9.473684211,8.476190476,0
Delhi Daredevils,Mumbai Indians,Mumbai,33,15,2,163,7.428571429,13.2,0
Delhi Daredevils,Mumbai Indians,East London,85,90,10,117,6.4,5.666666667,1
Mumbai Indians,Chennai Super Kings,Chennai,147,74,8,209,8.086956522,11.91891892,0
Deccan Chargers,Kolkata Knight Riders,Hyderabad,119,76,8,170,6.954545455,9.394736842,0
Deccan Chargers,Kolkata Knight Riders,Hyderabad,44,18,5,170,7.411764706,14.66666667,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,160,106,8,180,8.571428571,9.056603774,1
Sunrisers Hyderabad,Delhi Daredevils,Delhi,39,32,9,191,10.36363636,7.3125,1
Delhi Daredevils,Mumbai Indians,Mumbai,70,93,10,93,5.111111111,4.516129032,1
Chennai Super Kings,Kings XI Punjab,Chennai,34,14,4,157,6.962264151,14.57142857,0
Kolkata Knight Riders,Deccan Chargers,Cuttack,50,49,6,127,6.507042254,6.12244898,1
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,98,13,3,224,7.065420561,45.23076923,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,97,38,6,222,9.146341463,15.31578947,0
Kings XI Punjab,Royal Challengers Bangalore,Durban,134,101,10,146,3.789473684,7.96039604,0
Kings XI Punjab,Mumbai Indians,Chandigarh,78,67,9,155,8.716981132,6.985074627,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,122,93,10,152,6.666666667,7.870967742,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,96,79,9,141,6.585365854,7.291139241,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,79,82,10,127,7.578947368,5.780487805,0
Rajasthan Royals,Mumbai Indians,Mumbai,154,100,9,188,10.2,9.24,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,44,25,5,172,8.084210526,10.56,0
Royal Challengers Bangalore,Chennai Super Kings,Chennai,149,118,10,149,0.0,7.576271186,0
Chennai Super Kings,Mumbai Indians,Cape Town,122,83,8,166,7.135135135,8.819277108,0
Delhi Daredevils,Sunrisers Hyderabad,Raipur,113,81,9,164,7.846153846,8.37037037,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,130,87,7,180,9.090909091,8.965517241,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,36,59,8,131,9.344262295,3.661016949,1
Royal Challengers Bangalore,Rajasthan Royals,Ahmedabad,72,80,9,131,8.85,5.4,1
Kings XI Punjab,Deccan Chargers,Cuttack,160,105,9,171,4.4,9.142857143,0
Kings XI Punjab,Deccan Chargers,Hyderabad,60,47,7,165,8.630136986,7.659574468,1
Kings XI Punjab,Delhi Daredevils,Delhi,60,66,9,112,5.777777778,5.454545455,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,173,92,9,210,7.928571429,11.2826087,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,88,36,5,178,6.428571429,14.66666667,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,71,49,9,191,10.14084507,8.693877551,1
Deccan Chargers,Kolkata Knight Riders,Cape Town,2,42,8,102,7.692307692,0.285714286,1
Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,53,46,8,147,7.621621622,6.913043478,1
Chennai Super Kings,Mumbai Indians,Unknown,15,15,7,142,7.257142857,6.0,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,123,92,7,149,5.571428571,8.02173913,1
Kings XI Punjab,Rajasthan Royals,Jaipur,146,103,9,162,5.647058824,8.504854369,0
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,5,16,5,144,8.019230769,1.875,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,114,78,8,162,6.857142857,8.769230769,1
Chennai Super Kings,Mumbai Indians,Mumbai,10,5,4,158,7.72173913,12.0,1
Delhi Daredevils,Mumbai Indians,Mumbai,76,52,6,163,7.676470588,8.769230769,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,110,71,9,191,9.918367347,9.295774648,1
Deccan Chargers,Mumbai Indians,Mumbai,81,44,5,173,7.263157895,11.04545455,0
Kings XI Punjab,Mumbai Indians,Mumbai,154,113,10,164,8.571428571,8.17699115,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,60,40,7,141,6.075,9.0,0
Mumbai Indians,Chennai Super Kings,Mumbai,25,12,5,174,8.277777778,12.5,1
Mumbai Indians,Deccan Chargers,Centurion,137,104,8,146,3.375,7.903846154,0
Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,118,81,7,158,6.153846154,8.740740741,0
Deccan Chargers,Kolkata Knight Riders,Kolkata,40,21,5,164,7.515151515,11.42857143,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,25,11,5,180,8.532110092,13.63636364,1
Sunrisers Hyderabad,Delhi Daredevils,Delhi,116,70,9,191,9.0,9.942857143,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,92,60,9,145,5.3,9.2,1
Delhi Capitals,Mumbai Indians,Delhi,103,46,6,175,5.837837838,13.43478261,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,86,75,8,131,6.0,6.88,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,114,84,9,161,7.833333333,8.142857143,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,50,31,8,184,9.033707865,9.677419355,1
Deccan Chargers,Rajasthan Royals,Nagpur,131,98,9,160,7.909090909,8.020408163,0
Rajasthan Royals,Delhi Daredevils,Delhi,48,37,8,153,7.590361446,7.783783784,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,25,7,3,149,6.584070796,21.42857143,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,48,28,7,188,9.130434783,10.28571429,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,79,87,8,115,6.545454545,5.448275862,1
Kings XI Punjab,Rajasthan Royals,Ahmedabad,130,65,7,192,6.763636364,12.0,1
Royal Challengers Bangalore,Chennai Super Kings,Ranchi,43,23,8,139,5.93814433,11.2173913,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,30,55,8,75,4.153846154,3.272727273,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,22,11,5,156,7.376146789,12.0,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,71,37,6,179,7.807228916,11.51351351,1
Rajasthan Royals,Chennai Super Kings,Pune,107,46,6,211,8.432432432,13.95652174,0
Chennai Super Kings,Kings XI Punjab,Mumbai,106,115,10,113,8.4,5.530434783,1
Delhi Daredevils,Kolkata Knight Riders,Unknown,147,107,9,167,9.230769231,8.242990654,1
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,115,60,9,204,8.9,11.5,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,107,65,8,179,7.854545455,9.876923077,1
Delhi Daredevils,Mumbai Indians,Mumbai,149,100,10,184,10.5,8.94,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,52,41,7,158,8.050632911,7.609756098,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,38,32,8,132,6.409090909,7.125,1
Chennai Super Kings,Mumbai Indians,Mumbai,156,104,10,174,6.75,9.0,1
Rajasthan Royals,Chennai Super Kings,Jaipur,28,35,6,142,8.047058824,4.8,1
Chennai Super Kings,Royal Challengers Bangalore,Mumbai,151,84,8,176,4.166666667,10.78571429,1
Deccan Chargers,Mumbai Indians,Mumbai,139,82,7,179,6.315789474,10.17073171,0
Deccan Chargers,Mumbai Indians,Hyderabad,28,2,3,179,7.677966102,84.0,0
Deccan Chargers,Mumbai Indians,Hyderabad,65,24,6,179,7.125,16.25,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,145,89,7,178,6.387096774,9.775280899,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,18,30,8,125,7.133333333,3.6,1
Delhi Capitals,Kolkata Knight Riders,Delhi,103,58,9,194,8.806451613,10.65517241,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,89,82,9,155,10.42105263,6.512195122,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,148,101,9,176,8.842105263,8.792079208,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,65,52,9,148,7.323529412,7.5,1
Rajasthan Royals,Kings XI Punjab,Cape Town,46,19,4,140,5.584158416,14.52631579,0
Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,111,50,3,180,5.914285714,13.32,0
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,110,103,9,134,8.470588235,6.40776699,1
Deccan Chargers,Chennai Super Kings,Mumbai,102,64,7,143,4.392857143,9.5625,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,74,34,7,169,6.627906977,13.05882353,0
Kings XI Punjab,Mumbai Indians,Mumbai,90,57,5,175,8.095238095,9.473684211,0
Chennai Super Kings,Sunrisers Hyderabad,Sharjah,32,37,9,146,8.240963855,5.189189189,1
Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,54,106,10,71,7.285714286,3.056603774,1
Mumbai Indians,Chennai Super Kings,Delhi,184,115,10,193,10.8,9.6,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,124,85,7,165,7.028571429,8.752941176,0
Rajasthan Royals,Mumbai Indians,Mumbai,159,75,7,213,7.2,12.72,0
Kings XI Punjab,Kolkata Knight Riders,Port Elizabeth,100,80,8,154,8.1,7.5,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,8,17,8,155,8.563106796,2.823529412,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,105,99,10,123,5.142857143,6.363636364,1
Mumbai Indians,Deccan Chargers,Centurion,46,30,6,146,6.666666667,9.2,0
Chennai Super Kings,Mumbai Indians,Mumbai,101,68,5,140,4.5,8.911764706,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,97,53,7,166,6.179104478,10.98113208,1
Chennai Super Kings,Royal Challengers Bangalore,Mumbai,164,108,8,176,6.0,9.111111111,1
Chennai Super Kings,Rajasthan Royals,Chennai,94,60,9,186,9.2,9.4,1
Deccan Chargers,Mumbai Indians,Hyderabad,132,87,9,173,7.454545455,9.103448276,0
Rajasthan Royals,Chennai Super Kings,Jaipur,183,111,10,197,9.333333333,9.891891892,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,101,62,7,180,8.172413793,9.774193548,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,145,94,10,186,9.461538462,9.255319149,0
Rajasthan Royals,Mumbai Indians,Mumbai,129,68,8,198,7.961538462,11.38235294,0
Kings XI Punjab,Rajasthan Royals,Ahmedabad,165,93,9,192,6.0,10.64516129,1
Mumbai Indians,Delhi Daredevils,Delhi,59,28,3,187,8.347826087,12.64285714,0
Chennai Super Kings,Kings XI Punjab,Chandigarh,121,107,8,131,4.615384615,6.785046729,1
Rajasthan Royals,Kings XI Punjab,Mohali,17,2,3,191,8.847457627,51.0,0
Rajasthan Royals,Mumbai Indians,Mumbai,36,16,4,198,9.346153846,13.5,0
Chennai Super Kings,Kings XI Punjab,Mohali,140,83,8,199,9.567567568,10.12048193,0
Rajasthan Royals,Mumbai Indians,Mumbai,174,94,8,198,5.538461538,11.10638298,0
Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,48,20,4,158,6.6,14.4,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,135,114,10,144,9.0,7.105263158,1
Chennai Super Kings,Deccan Chargers,Hyderabad,28,20,7,148,7.2,8.4,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,177,102,10,187,3.333333333,10.41176471,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,102,75,7,131,3.866666667,8.16,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,174,105,9,197,9.2,9.942857143,0
Mumbai Indians,Kings XI Punjab,Dharamsala,96,38,5,184,6.43902439,15.15789474,0
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,200,100,9,232,9.6,12.0,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,161,117,10,161,0.0,8.256410256,1
Mumbai Indians,Kings XI Punjab,Mumbai,102,72,9,164,7.75,8.5,1
Royal Challengers Bangalore,Kolkata Knight Riders,Centurion,15,10,6,174,8.672727273,9.0,1
Chennai Super Kings,Mumbai Indians,Mumbai,135,94,10,174,9.0,8.617021277,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,105,117,10,108,6.0,5.384615385,1
Royal Challengers Bangalore,Mumbai Indians,Bengaluru,24,9,6,198,9.405405405,16.0,0
Chennai Super Kings,Mumbai Indians,Chennai,78,39,5,149,5.259259259,12.0,0
Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,67,36,3,133,4.714285714,11.16666667,0
Rajasthan Royals,Kings XI Punjab,Jaipur,85,38,8,201,8.487804878,13.42105263,0
Delhi Daredevils,Mumbai Indians,East London,59,52,8,117,5.117647059,6.807692308,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,58,40,9,191,9.975,8.7,1
Mumbai Indians,Delhi Daredevils,Delhi,45,21,6,165,7.272727273,12.85714286,0
Delhi Daredevils,Sunrisers Hyderabad,Hyderabad,104,88,9,147,8.0625,7.090909091,1
Mumbai Indians,Kings XI Punjab,Centurion,45,58,8,120,7.258064516,4.655172414,1
Delhi Daredevils,Mumbai Indians,Mumbai,172,95,10,205,7.92,10.86315789,1
Kings XI Punjab,Rajasthan Royals,Ahmedabad,83,38,7,192,7.975609756,13.10526316,1
Rajasthan Royals,Royal Challengers Bangalore,Cape Town,120,82,7,134,2.210526316,8.780487805,0
Delhi Daredevils,Deccan Chargers,Delhi,31,12,3,146,6.388888889,15.5,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,44,20,5,163,7.14,13.2,0
Delhi Capitals,Kolkata Knight Riders,Delhi,148,84,9,194,7.666666667,10.57142857,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,178,108,10,180,1.0,9.888888889,1
Rajasthan Royals,Delhi Daredevils,Delhi,149,93,10,185,8.0,9.612903226,1
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,31,20,6,166,8.1,9.3,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,157,104,10,179,8.25,9.057692308,0
